college,state,cds_link1,cds_link2,cds_link3,cds_link4,cds_link5
Holy Apostles College and Seminary,Connecticut,N/A,,,,
Mitchell College,Connecticut,N/A,,,,
Paier College of Art,Connecticut,N/A,,,,
Post University,Connecticut,N/A,,,,
Quinnipiac University,Connecticut,https://www.qu.edu/about-quinnipiac/institutional-research/,,,,
Sacred Heart University,Connecticut,N/A,,,,
Southern Connecticut State University,Connecticut,https://inside.southernct.edu/ir/common-data-set,,,,
Trininty College,Connecticut,https://www.trincoll.edu/asic/factbook/,,,,
United States Coast Guard Academy,Connecticut,N/A,,,,
University of Bridgeport,Connecticut,N/A,,,,
University of Connecticut,Connecticut,https://bpir.uconn.edu/home/institutional-research/data-resources/common-data-set/,,,,
University of Hartford,Connecticut,N/A,,,,
University of New Haven,Connecticut,N/A,,,,
University of Saint Joseph,Connecticut,N/A,,,,
Wesleyan University,Connecticut,https://www.wesleyan.edu/ir/common-data-sets_old.html,,,,
Western Connecticut State University,Connecticut,https://www.wcsu.edu/ira/common-data-set/,,,,
Yale University,Connecticut,https://oir.yale.edu/common-data-set,,,,
Delaware College of Art and Design,Delaware,N/A,,,,
Delaware State University,Delaware,https://www.desu.edu/academics/academic-affairs/institutional-effectiveness/institutional-research-planning-analytics,,,,
Delaware Technical Community College,Delaware,N/A,,,,
Goldey-Beacom College,Delaware,https://www.gbc.edu/academics/office-of-institutional-effectiveness/,,,,
University of Delaware,Delaware,https://ire.udel.edu/common-data-set/,,,,
Widener University Delaware Law School ,Delaware,N/A,,,,
Wilmington University,Delaware,https://www.wilmu.edu/ir/pdf/CommonDataSetFall2009.pdf,,,,
American University,District of Columbia,https://www.american.edu/provost/oira/common-data-set.cfm,,,,
Bay Atlantic University,District of Columbia,N/A,,,,
Catholic University of America,District of Columbia,N/A,,,,
Gallaudet University,District of Columbia,https://gallaudet.edu/institutional-research-effectiveness/institutional-research/reports-and-surveys/common-data-set-cds-reports/,,,,
George Washington University,District of Columbia,https://irp.gwu.edu/common-data-set,,,,
Georgetown University,District of Columbia,https://oads.georgetown.edu/commondataset/,,,,
Howard University,District of Columbia,https://ira.howard.edu/institutional-research/institutional-data,,,,
Human Resources University,District of Columbia,N/A,,,,
Institute of World Politics,District of Columbia,N/A,,,,
Inter-American Defense College,District of Columbia,N/A,,,,
Johns Hopkins University Carey Business School,District of Columbia,N/A,,,,
Johns Hopkins University Paul H. Nitze School of Advanced International Studies ,District of Columbia,N/A,,,,
National Defense University,District of Columbia,N/A,,,,
National Intelligence University,District of Columbia,N/A,,,,
NewU University,District of Columbia,N/A,,,,
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,District of Columbia,N/A,,,,
Pontifical John Paul II Institute for Studies on Marriage and Family  ,District of Columbia,N/A,,,,
Quantic School of Business and Technology,District of Columbia,N/A,,,,
St. Paul's College,District of Columbia,Closed,,,,
Strayer University,District of Columbia,N/A,,,,
Trinity University,District of Columbia,https://www.trinity.edu/directory/departments-offices/institutional-research-effectiveness,,,,
University of Phoenix,District of Columbia,N/A,,,,
University of the District of Columbia,District of Columbia,N/A,,,,
University of the Potomac,District of Columbia,N/A,,,,
Wesley Theological Seminary,District of Columbia,N/A,,,,
Acupuncture and Massage College,Florida,N/A,,,,
AdventHealth University,Florida,N/A,,,,
Aerosim Flight Academy,Florida,N/A,,,,
Albizu University Miami,Florida,N/A,,,,
American College for Medical Careers,Florida,Closed,,,,
Atlantic Institute of Oriental Medicine,Florida,N/A,,,,
Atlantis University,Florida,N/A,,,,
Ave Maria University,Florida,N/A,,,,
Baptist College of Florida,Florida,N/A,,,,
Barry University,Florida,https://www.barry.edu/en/institutional-research/common-data-set-archive/,,,,
Beacon College,Florida,N/A,,,,
Bethune-Cookman University,Florida,https://www.cookman.edu/ie/ieresearch/reports.html,https://www.cookman.edu/ie/_files/cds_2020-2021.pdf,https://www.cookman.edu/ie/_files/cds_2022-2023.pdf,,
Broward College,Florida,N/A,,,,
CBT Technology Institute ,Florida,N/A,,,,
Chipola College,Florida,N/A,,,,
City College,Florida,N/A,,,,
College of Central Florida,Florida,N/A,,,,
College of the Florida Keys,Florida,N/A,,,,
Columbia College,Florida,N/A,,,,
Covenant Life University,Florida,N/A,,,,
Daytona State College,Florida,N/A,,,,
DeVry University,Florida,N/A,,,,
Digital Media Arts College,Florida,Closed,,,,
Dragon Rises College of Oriental Medicine,Florida,N/A,,,,
East West College of Natural Medicine,Florida,N/A,,,,
Eastern Florida State College,Florida,N/A,,,,
Eckerd College,Florida,https://www.eckerd.edu/about/factsheet/,,,,
Edward Waters University,Florida,N/A,,,,
Embry-Riddle Aeronautical University Daytona Beach,Florida,https://erau.edu/institutional-research/data-portal/rankings-external-reporting/common-data-set,,,,
Embry-Riddle Aeronautical University Prescott,Florida,https://erau.edu/institutional-research/data-portal/rankings-external-reporting/common-data-set,,,,
Embry-Riddle Aeronautical University Worldwide,Florida,https://erau.edu/institutional-research/data-portal/rankings-external-reporting/common-data-set,,,,
Emmaus Baptist College,Florida,N/A,,,,
Everest University,Florida,N/A,,,,
Everglades University,Florida,N/A,,,,
Flagler College,Florida,https://www.flagler.edu/about/office-services/academic-affairs/institutional-research-and-effectiveness/explore-data,,,,
Florida A&M University,Florida,https://www.famu.edu/administration/strategic-planning-analysis-and-institutional-effectiveness/institutional-research/surveys/Common_Data_Set.php,,,,
Florida A&M University Florida State University College of Engineering,Florida,N/A,,,,
Florida Atlantic University,Florida,https://www.fau.edu/iea/data/cds/,,,,
Florida Career College,Florida,N/A,,,,
Florida Christian University,Florida,N/A,,,,
Florida College,Florida,N/A,,,,
Florida College of Integrative Medicine,Florida,N/A,,,,
Florida Gateway College,Florida,N/A,,,,
Florida Gulf Coast University,Florida,https://www.fgcu.edu/planning/institutionalresearch/datareports,,,,
Florida Hebrew University,Florida,N/A,,,,
Florida Institute of Technology,Florida,https://www.fit.edu/institutional-research--strategic-analytics-proof/common-data-set/,,,,
Florida International University,Florida,https://opir.fiu.edu/cds.htm,,,,
Florida Keys Community College,Florida,N/A,,,,
Florida Memorial University,Florida,N/A,,,,
Florida National University,Florida,N/A,,,,
Florida Polytechnic University,Florida,https://floridapoly.edu/institutional-research-and-effectiveness/facts-and-figures.php,,,,
Florida Southern College,Florida,N/A,,,,
Florida SouthWestern State College,Florida,https://www.fsw.edu/researchreporting/cds,,,,
Florida State College Jacksonville,Florida,N/A,,,,
Florida State University,Florida,https://ir.fsu.edu/commondataset.aspx,,,,
Florida Technical College,Florida,N/A,,,,
Full Sail University,Florida,N/A,,,,
George Stone Technical Center ,Florida,N/A,,,,
Gordon–Conwell Theological Seminary,Florida,N/A,,,,
Gulf Coast State College,Florida,N/A,,,,
Herzing University Orlando,Florida,N/A,,,,
Hillsborough Community College,Florida,N/A,,,,
Hobe Sound Bible College,Florida,N/A,,,,
Hodges University,Florida,N/A,,,,
Indian River State College,Florida,N/A,,,,
Jacksonville University,Florida,https://www.ju.edu/institutionalresearch/datasources.php,,,,
Jersey College,Florida,N/A,,,,
Keiser University,Florida,N/A,,,,
Lake Erie College of Osteopathic Medicine,Florida,N/A,,,,
Lake-Sumter State College,Florida,N/A,,,,
Lynn University,Florida,https://spiral.lynn.edu/cgi/viewcontent.cgi?article=1001&context=common-data-set,https://www.lynn.edu/uploads/pdf/Lynn_University_common-data-set-19-20.pdf,https://www.lynn.edu/uploads/pdf/Lynn_University_common-data-set_18-19.pdf,https://www.lynn.edu/uploads/pdf/Lynn-University-Common-Data-Set-2015-16.pdf,https://spiral.lynn.edu/common-data-set/4/
Miami Dade College,Florida,N/A,,,,
Miami International University of Art & Design,Florida,Closed,,,,
Miami Regional University,Florida,N/A,,,,
Millennia Atlantic University,Florida,N/A,,,,
National Louis University,Florida,N/A,,,,
National University of Medical Sciences,Florida,N/A,,,,
New College of Florida,Florida,N/A,,,,
Nexus University,Florida,N/A,,,,
North Florida College,Florida,N/A,,,,
Northwest Florida State College,Florida,N/A,,,,
Northwest Lineman College,Florida,N/A,,,,
Nova Southeastern University,Florida,N/A,,,,
Okan International University,Florida,N/A,,,,
Orlando Culinary Academy,Florida,Closed,,,,
Palm Beach Atlantic University,Florida,https://www.pba.edu/about/facts/institutional-research/common-data-set/,,,,
Palm Beach State College,Florida,N/A,,,,
Panamerican University,Florida,N/A,,,,
Pasco-Hernando State College,Florida,N/A,,,,
Pensacola Christian College,Florida,N/A,,,,
Pensacola State College,Florida,N/A,,,,
Polk State College,Florida,N/A,,,,
Rasmussen University,Florida,N/A,,,,
Reformed Theological Seminary,Florida,N/A,,,,
Remington College,Florida,N/A,,,,
Ringling College of Art and Design,Florida,N/A,,,,
Rollins College,Florida,https://www.rollins.edu/ir/facts-figures/cds.html,,,,
Saint Johns River State College,Florida,N/A,,,,
Saint Leo University,Florida,N/A,,,,
San Ignacio University,Florida,N/A,,,,
Santa Fe College,Florida,N/A,,,,
Schiller International University,Florida,N/A,,,,
Seminole State College of Florida,Florida,N/A,,,,
South Florida Bible College & Theological Seminary ,Florida,N/A,,,,
South Florida State College,Florida,N/A,,,,
South University Tampa,Florida,N/A,,,,
Southeastern College,Florida,N/A,,,,
Southeastern University,Florida,https://sfnet.seu.edu/docs/research_retention/common_data_set_2008_2009.pdf,,,,
Southern Technical College,Florida,N/A,,,,
Springfield College,Florida,Closed,,,,
St. John Vianney College Seminary,Florida,N/A,,,,
St. Johns River State College,Florida,N/A,,,,
St. Petersburg College,Florida,https://ir.spcollege.edu/institutional-research/cds,,,,
St. Thomas University,Florida,N/A,,,,
State College of Florida Manatee-Sarasota,Florida,N/A,,,,
Stetson University,Florida,https://www.stetson.edu/administration/institutional-research/common-data-set.php,,,,
Tallahassee Community College,Florida,N/A,,,,
Tallahassee State College,Florida,N/A,,,,
Talmudic University Yeshiva Bais Moshe Chaim,Florida,N/A,,,,
Trinity Baptist College,Florida,N/A,,,,
Trinity College,Florida,N/A,,,,
University of Central Florida,Florida,https://analytics.ucf.edu/institutional-research/common-data-set/,,,,
University of Florida,Florida,https://ir.aa.ufl.edu/reports/cds-reports/,,,,
University of Fort Lauderdale,Florida,N/A,,,,
University of Miami,Florida,https://irsa.miami.edu/facts-and-information/common-data-set/index.html,,,,
University of North Florida,Florida,https://www.unf.edu/ir/common-data-set/2023.html,,,,
University of Phoenix,Florida,N/A,,,,
University of South Florida,Florida,https://www.usf.edu/ods/data-tools/cds.aspx,,,,
University of St. Augustine for Health Sciences,Florida,N/A,,,,
University of Tampa,Florida,N/A,,,,
University of West Florida,Florida,https://uwf.edu/academic-affairs/departments/institutional-research/uwf-common-data-set/common-data-set/,,,,
Valencia College,Florida,N/A,,,,
Vargas University,Florida,N/A,,,,
Warner University,Florida,N/A,,,,
Webber International University,Florida,N/A,,,,
Western Michigan University Cooley Law School,Florida,N/A,,,,
Abraham Baldwin Agricultural College ,Georgia,N/A,,,,
Agnes Scott College,Georgia,https://www.agnesscott.edu/institutionalresearch/common-data-set.html,,,,
Albany State University,Georgia,https://www.asurams.edu/institutional-effectiveness/common-data-set/,,,,
Albany Technical College,Georgia,N/A,,,,
Andersonville Theological Seminary,Georgia,N/A,,,,
Andrew College,Georgia,N/A,,,,
Argosy University,Georgia,N/A,,,,
Art Institute of Atlanta,Georgia,Closed,,,,
Ashworth College,Georgia,N/A,,,,
Athens Technical College,Georgia,N/A,,,,
Atlanta Metropolitan State College,Georgia,N/A,,,,
Atlanta Technical College,Georgia,N/A,,,,
Atlanta's John Marshall Law School,Georgia,N/A,,,,
Augusta Technical College,Georgia,N/A,,,,
Augusta University,Georgia,N/A,,,,
Bauder College,Georgia,N/A,,,,
Berry College,Georgia,N/A,,,,
Beulah Heights University,Georgia,N/A,,,,
Brenau University,Georgia,N/A,,,,
Brewton–Parker College,Georgia,N/A,,,,
Central Georgia Technical College,Georgia,N/A,,,,
